CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
828291858,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050,1821,10229,0.63,2381,40,0.481,0.151
720725058,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176,0,7176,0.45,1375,33,0.65,0
711935283,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1,4,1438.3,0,1438.3,0.414,1427,36,0.333,0
716950758,46,M,4,High School,Married,$60K - $80K,Blue,36,1,3,2,8017,0,8017,0.559,1657,43,0.654,0
715570533,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516,0,34516,0.464,1632,44,0.333,0
721532583,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250,2165,10085,0.641,1995,39,0.696,0.177
712623258,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505,2517,2988,0.729,2272,42,0.448,0.457
720508233,62,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4,4,17161,0,17161,0.552,1898,42,0.556,0
716387733,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662,1484,4178,0.434,1693,25,0.25,0.262
788739633,38,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106,238,1868,0.61,2136,40,0.905,0.113
720758808,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317,0,16317,0.566,1995,54,0.929,0
715858008,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061,2517,5544,0.352,1224,31,0.409,0.312
813053733,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516,278,34238,0.817,3029,49,0.4,0.008
720529308,63,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856,0,1856,0.5,1805,46,0.769,0
710658483,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080,2174,6906,0.653,2098,46,0.586,0.239
710278458,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617,2517,9100,0.457,1643,43,0.483,0.217
811035483,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516,0,34516,0.521,1641,35,0.591,0
807593058,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317,0,5317,0.699,2003,29,0.318,0
788030208,42,F,2,Uneducated,Single,Less than $40K,Silver,33,1,2,3,13453,2517,10936,0.619,1904,42,0.448,0.187
720379533,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952,0,3952,0.809,2066,37,0.233,0
720983733,44,M,3,Unknown,Single,$60K - $80K,Blue,36,2,3,3,15422,864,14558,0.578,2136,54,0.8,0.056
719099583,42,M,3,Graduate,Married,$40K - $60K,Blue,34,3,2,3,1640,1444,196,0.423,1360,33,0.222,0.88
710654808,46,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1818,0,1818,0.672,2308,44,0.467,0
711196458,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621,580,1041,0.421,1893,41,0.171,0.358
709224033,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720,0,13720,0.671,1830,36,0.241,0
804673308,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893,0,3893,0.662,1866,37,0.947,0
767784708,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277,504,6773,0.582,2356,40,0.29,0.069
716573058,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.499,1598,40,0.29,0
716977758,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675,2517,1158,0.766,1913,35,0.667,0.685
817889583,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721,0,9721,0.826,2260,46,1,0
717242058,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981,0,3981,0.764,2134,42,0.355,0
716306583,64,M,0,Graduate,Single,Less than $40K,Blue,36,3,3,5,3812,2517,1295,0.586,2325,45,0.731,0.66
721233033,50,M,2,High School,Single,$80K - $120K,Blue,38,1,2,3,4915,464,4451,0.242,1474,36,0.091,0.094
779502333,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516,0,34516,0.321,1480,37,0.276,0
803124408,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538,0,11538,0.507,1926,53,0.432,0
789964983,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569,0,9569,0.598,1724,35,0.25,0
709297608,38,M,3,College,Single,$80K - $120K,Blue,26,3,3,2,1438.3,0,1438.3,0.399,1585,32,0.455,0
817977933,63,F,0,Graduate,Single,Less than $40K,Blue,56,5,6,3,1931,1531,400,0.778,2288,48,0.714,0.793
714629358,54,F,3,Graduate,Divorced,$40K - $60K,Blue,34,2,3,4,4948,0,4948,0.392,1796,41,0.519,0
711538758,39,M,5,Graduate,Single,$60K - $80K,Blue,36,1,3,3,24657,633,24024,0.358,1954,46,0.394,0.026
719987733,51,F,3,Unknown,Single,$40K - $60K,Blue,38,3,3,3,5026,0,5026,0.564,1844,37,0.609,0
719657583,44,M,3,Graduate,Married,$40K - $60K,Blue,40,2,2,6,9502,2457,7045,0.915,2310,57,0.676,0.259
789713208,62,F,0,Doctorate,Single,Less than $40K,Blue,50,6,3,5,2936,326,2610,0.935,2692,29,0.526,0.111
715371108,45,M,3,Graduate,Married,$80K - $120K,Blue,40,3,3,2,3728,0,3728,0.358,1632,42,0.448,0
796903083,47,F,1,Doctorate,Married,$40K - $60K,Blue,36,2,3,2,1438.3,0,1438.3,0.838,2584,42,0.448,0
772137183,52,M,2,Graduate,Single,$120K +,Blue,41,1,3,1,31668,810,30858,0.643,1822,36,0.5,0.026
821768658,52,M,0,Unknown,Single,$120K +,Blue,48,4,5,5,13114,2247,10867,1.003,2474,51,0.417,0.171
812449758,43,M,3,High School,Single,$60K - $80K,Blue,38,2,3,2,12254,0,12254,0.705,2129,42,0.355,0
815085708,60,F,0,High School,Single,$40K - $60K,Blue,55,1,5,5,10882,2517,8365,0.266,1861,46,0.278,0.231
715485483,39,F,5,Graduate,Married,Less than $40K,Blue,36,3,3,3,3664,0,3664,0.419,1479,44,0.913,0
794560833,47,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,6,5496,0,5496,0.548,1913,34,0.308,0
718197108,54,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,3,12342,0,12342,0.431,1430,37,0.423,0
710333883,48,M,3,Graduate,Married,$60K - $80K,Blue,37,5,2,2,8808,390,8418,0.628,1905,42,0.448,0.044
789177333,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,1693,1088,605,0.532,2104,40,0.739,0.643
711079308,40,M,3,Graduate,Married,$60K - $80K,Blue,27,4,2,3,15186,0,15186,0.483,1884,33,0.435,0
708733983,50,F,1,Doctorate,Single,$40K - $60K,Blue,36,6,3,2,5349,2391,2958,0.671,2122,46,0.394,0.447
711205758,45,M,3,College,Single,$80K - $120K,Silver,33,1,3,3,34516,0,34516,1.492,2534,43,0.433,0
714659133,47,M,5,High School,Married,$80K - $120K,Blue,37,2,2,2,9410,0,9410,0.586,2178,41,0.864,0
716425833,38,M,2,Graduate,Single,$120K +,Blue,36,5,2,1,34516,1229,33287,0.427,1797,35,0.296,0.036
712164333,40,M,4,High School,Married,$60K - $80K,Blue,29,3,3,2,12544,1636,10908,0.503,1758,51,0.457,0.13
826471458,42,M,3,Graduate,Married,Less than $40K,Blue,38,2,3,3,6967,1767,5200,0.54,1919,38,0.52,0.254
815851233,52,M,3,High School,Single,$120K +,Blue,47,6,1,3,19032,0,19032,0.417,1726,42,0.312,0
771776808,44,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,4,3,1527,0,1527,0.531,1877,38,0.462,0
789365508,49,M,2,High School,Divorced,$40K - $60K,Blue,39,2,3,4,14839,512,14327,0.176,1453,26,0.13,0.035
716404383,47,F,2,Graduate,Married,Unknown,Blue,36,1,3,2,18799,2517,16282,0.813,2315,52,0.625,0.134
711843708,61,F,0,Graduate,Divorced,Less than $40K,Blue,36,2,3,3,2125,0,2125,0.654,2860,38,0.727,0
718877883,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,1,5644,2517,3127,0.86,2440,44,0.76,0.446
719604858,45,F,3,Unknown,Married,Less than $40K,Blue,31,4,3,3,5941,0,5941,0.522,2196,37,0.233,0
714549558,41,F,2,Graduate,Married,$40K - $60K,Blue,32,3,2,2,9576,0,9576,0.817,2362,49,0.4,0
822955008,63,M,1,Graduate,Single,$60K - $80K,Blue,56,3,3,2,9569,0,9569,0.94,2287,49,0.581,0
711275433,47,M,4,Uneducated,Unknown,Unknown,Blue,36,3,3,3,18873,0,18873,0.636,2021,38,0.52,0
827117808,45,M,1,Graduate,Single,$60K - $80K,Blue,41,2,3,2,9904,2513,7391,0,1152,28,0,0.254
804462633,43,F,3,High School,Divorced,Less than $40K,Blue,38,3,3,3,7084,0,7084,0.523,2287,44,0.294,0
709321908,47,M,3,High School,Single,$80K - $120K,Blue,29,2,2,3,7498,2319,5179,0.484,1676,51,0.759,0.309
712597233,37,M,2,Uneducated,Unknown,$40K - $60K,Blue,36,2,3,2,3250,1721,1529,0.446,1714,32,0.391,0.53
719816583,46,M,3,Doctorate,Married,$120K +,Blue,38,3,2,2,8989,552,8437,0.699,2309,49,0.633,0.061
713004933,40,M,3,High School,Married,$60K - $80K,Blue,27,3,2,1,6813,2332,4481,0.58,2634,51,0.378,0.342
772466508,45,M,3,Unknown,Single,$60K - $80K,Blue,35,6,2,1,18004,2517,15487,0.569,2030,45,0.452,0.14
737921733,62,F,1,Unknown,Single,Less than $40K,Blue,55,3,3,3,1892,1604,288,0.476,1581,34,0.417,0.848
716575758,50,F,2,College,Unknown,Unknown,Blue,39,2,3,2,1438.3,0,1438.3,0.588,1859,41,0.464,0
714097683,55,F,2,Graduate,Married,$40K - $60K,Blue,49,3,3,4,1809,0,1809,0.569,2123,44,0.571,0
708121908,48,M,4,Unknown,Married,$80K - $120K,Blue,36,2,3,2,22917,0,22917,0.574,2045,45,0.5,0
709435533,53,F,1,Unknown,Single,Less than $40K,Blue,41,2,3,2,3099,0,3099,0.279,1401,44,0.419,0
719874633,44,M,1,High School,Unknown,$80K - $120K,Gold,36,2,2,3,34516,0,34516,0.596,1891,34,0.214,0
719168883,45,F,5,Unknown,Single,Less than $40K,Blue,34,1,4,1,5155,0,5155,1.014,2753,45,0.607,0
714212358,38,F,3,High School,Single,Unknown,Blue,36,1,3,2,5260,1706,3554,0.359,2142,57,0.676,0.324
721104708,41,F,3,Post-Graduate,Single,Less than $40K,Blue,36,1,3,1,2067,1966,101,0.91,3033,41,0.708,0.951
717461283,38,F,2,Graduate,Single,Unknown,Blue,24,3,2,3,2214,570,1644,0.688,2066,45,0.25,0.257
803028858,38,F,2,Graduate,Single,Less than $40K,Blue,32,2,3,3,3775,0,3775,0.581,2031,36,0.385,0
712751133,42,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,3,11328,1369,9959,0.585,1829,42,0.312,0.121
708170508,38,M,2,Graduate,Married,$60K - $80K,Blue,36,2,3,2,1438.3,0,1438.3,0.461,1651,42,0.5,0
719770158,54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,4,3,8516,0,8516,0.549,2189,37,0.276,0
716271183,45,F,2,Uneducated,Single,Less than $40K,Blue,37,3,2,2,8924,0,8924,0.547,1720,42,0.4,0
816261858,61,M,0,Graduate,Single,$40K - $60K,Blue,56,2,5,4,3984,2245,1739,0.612,1821,39,0.696,0.564
721308033,45,F,2,Post-Graduate,Single,Less than $40K,Blue,37,3,3,1,3036,2517,519,0.882,2609,42,0.615,0.829
774760458,62,F,1,High School,Unknown,$40K - $60K,Blue,56,3,5,1,3807,2517,1290,0.506,1739,36,0.5,0.661
804415083,45,M,3,Unknown,Married,$60K - $80K,Blue,40,3,5,3,4097,655,3442,1.084,2611,51,0.545,0.16
771424908,38,M,2,Unknown,Unknown,$60K - $80K,Blue,26,2,2,3,11252,1129,10123,0.462,1766,31,0.476,0.1
711012783,43,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384,0,33384,0.631,2066,46,0.769,0
708788583,64,F,1,College,Unknown,Less than $40K,Blue,56,3,1,2,6167,0,6167,0.422,1648,43,0.536,0
819714408,44,F,2,Graduate,Married,Unknown,Blue,39,6,3,3,5666,2386,3280,0.564,1981,42,1,0.421
713730933,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0
712235433,43,F,1,Graduate,Single,Less than $40K,Blue,36,2,3,2,2886,0,2886,0.587,2326,50,0.429,0
714377058,63,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,4,1896,0,1896,0.747,2186,50,0.562,0
708654933,51,F,2,Doctorate,Married,Less than $40K,Platinum,42,3,2,3,15987,193,15794,0.435,2021,46,0.394,0.012
720283758,44,F,2,Uneducated,Married,Unknown,Blue,36,1,3,3,13735,1733,12002,0.614,1783,43,0.654,0.126
718735908,47,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015,0,7015,0.456,1799,51,0.645,0
804833058,49,M,3,Unknown,Single,$80K - $120K,Blue,44,1,3,4,4384,0,4384,0.684,1832,49,0.581,0
713639058,49,M,3,High School,Married,$60K - $80K,Blue,34,6,3,3,1511,0,1511,0.432,1329,35,0.591,0
709560258,49,F,3,Graduate,Single,Unknown,Blue,31,2,3,4,4946,0,4946,0.54,2239,38,0.407,0
720362058,57,M,2,Uneducated,Single,$60K - $80K,Silver,49,4,3,3,32182,0,32182,0.52,1937,46,0.704,0
719602908,42,F,2,Post-Graduate,Single,$40K - $60K,Blue,34,3,3,3,5667,812,4855,0.62,2064,42,0.4,0.143
709713033,55,M,1,College,Single,$80K - $120K,Blue,48,3,3,3,6846,0,6846,0.62,1735,35,0.522,0
708633783,43,M,3,Uneducated,Single,$80K - $120K,Blue,30,3,2,4,11336,0,11336,0.691,1809,39,0.345,0
720950283,47,M,3,High School,Married,$80K - $120K,Blue,34,3,3,3,21359,0,21359,0.551,2064,63,0.853,0
717840108,48,M,4,Unknown,Married,$80K - $120K,Blue,41,2,3,6,4806,1357,3449,0.573,1771,35,0.346,0.282
715016508,42,F,3,High School,Married,$40K - $60K,Blue,36,1,3,4,4527,0,4527,0.801,2441,37,0.37,0
781306758,58,M,2,Uneducated,Single,$80K - $120K,Blue,52,1,2,4,3091,2517,574,0.602,1844,49,0.633,0.814
712294083,54,F,2,High School,Single,Unknown,Blue,44,4,3,4,3778,0,3778,0.739,2367,45,0.452,0
711334983,41,F,3,High School,Married,Unknown,Blue,32,1,2,4,26229,0,26229,0.504,2077,46,0.643,0
716434533,40,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,29149,0,29149,0.615,2106,56,0.697,0
828215508,55,F,2,Graduate,Unknown,Less than $40K,Blue,50,4,4,3,1438.3,0,1438.3,0.639,1785,33,0.32,0
712812408,40,F,3,Unknown,Married,Less than $40K,Blue,28,2,3,3,1535,0,1535,0.544,1921,41,0.464,0
713585958,48,F,4,College,Married,Less than $40K,Blue,36,2,3,2,5997,0,5997,0.406,1457,42,0.5,0
710493558,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,2,1803,0,1803,0.415,1979,37,0.321,0
827964858,58,F,1,Uneducated,Divorced,Unknown,Blue,54,3,5,3,3266,859,2407,0.74,2151,46,0.438,0.263
773667708,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44,3,4,3,7050,1008,6042,0.639,2176,39,0.56,0.143
812979408,39,F,0,Unknown,Married,$40K - $60K,Silver,34,3,0,3,15142,0,15142,0.761,2458,41,0.577,0
806947308,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,3,4,3,20178,1553,18625,0.324,1735,44,0.375,0.077
708386958,47,F,3,Unknown,Married,Less than $40K,Blue,34,3,3,2,1561,0,1561,0.502,1947,28,0.556,0
718220358,58,M,1,Graduate,Single,$120K +,Blue,36,2,3,4,28618,0,28618,0.685,1712,41,0.414,0
712656783,49,M,1,Graduate,Single,$120K +,Blue,36,3,4,3,8136,2517,5619,0.674,2179,40,0.429,0.309
738899658,45,F,2,Graduate,Single,Unknown,Blue,38,6,2,3,3120,2517,603,0.736,2468,43,0.536,0.807
714727833,41,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2892,2517,375,0.777,2257,48,0.714,0.87
708834483,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,2,5,17667,0,17667,0.569,1775,42,0.556,0
720598308,47,M,4,Uneducated,Single,$120K +,Blue,37,3,2,6,34516,1126,33390,0.575,1736,35,0.4,0.033
815353083,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516,2361,32155,0.529,1853,36,0.385,0.068
712050933,48,M,4,College,Married,$80K - $120K,Blue,32,5,2,3,25190,0,25190,0.467,1533,41,0.323,0
717592758,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,2,2,1606,1578,28,0.85,2418,44,0.467,0.983
708687483,54,F,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,13626,0,13626,0.411,1711,30,0.25,0
768256908,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580,1636,6944,0.393,1880,37,0.233,0.191
721451208,54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,30540,0,30540,0.602,1980,36,0.8,0
714751158,49,M,2,High School,Divorced,$80K - $120K,Blue,36,4,2,4,34516,2517,31999,0.376,1789,48,0.455,0.073
718342158,38,F,4,Graduate,Single,Less than $40K,Blue,26,2,2,2,4391,1933,2458,0.579,1849,36,0.385,0.44
716654808,48,M,4,High School,Single,$120K +,Blue,39,3,4,4,24593,0,24593,0.777,2084,31,0.55,0
716390958,45,M,4,Unknown,Married,$120K +,Blue,31,1,4,3,26107,0,26107,0.55,1697,47,0.424,0
716564433,53,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,4287,0,4287,0.294,1635,41,0.242,0
716022258,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960,2222,6738,0.382,1853,40,0.333,0.248
778433283,51,M,3,High School,Married,$60K - $80K,Blue,31,3,3,3,8989,0,8989,0.47,2031,53,1.038,0
811527933,65,F,0,College,Single,Less than $40K,Silver,56,3,4,3,10885,1758,9127,0.8,2291,39,0.773,0.162
778617708,46,M,3,College,Married,$80K - $120K,Blue,26,6,2,3,1438.3,864,574.3,0.766,2299,40,0.481,0.601
772574283,50,F,2,Graduate,Married,$40K - $60K,Blue,40,3,1,4,7191,0,7191,0.565,1654,30,0.579,0
714972558,37,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,0,1610,0,1610,0.889,2729,45,0.406,0
709709283,38,M,3,College,Single,$40K - $60K,Blue,19,1,2,4,3458,321,3137,0.586,2256,40,0.29,0.093
780105483,65,F,0,Uneducated,Single,Less than $40K,Blue,50,3,4,4,1697,377,1320,1.048,2799,49,0.485,0.222
715294083,46,M,2,College,Single,$80K - $120K,Blue,38,2,3,2,10309,0,10309,0.451,1760,40,0.6,0
716711433,48,M,5,High School,Married,$40K - $60K,Blue,39,3,3,1,7897,157,7740,0.699,2270,46,0.394,0.02
711588708,50,F,2,Uneducated,Married,$40K - $60K,Blue,36,1,3,1,1438.3,458,980.3,0.613,1863,42,0.312,0.318
714492783,46,F,4,Uneducated,Married,Less than $40K,Blue,36,3,3,3,1438.3,0,1438.3,0.346,1517,38,0.407,0
709192233,50,F,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773,0,1773,0.228,1764,30,0.111,0
718791708,48,M,2,High School,Married,$80K - $120K,Blue,32,1,2,4,16362,2268,14094,0.841,2228,37,0.85,0.139
772695033,47,M,5,High School,Single,$80K - $120K,Blue,37,3,4,4,18800,2517,16283,0.482,1575,23,0.211,0.134
708831858,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579,1506,3073,0.443,1915,44,0.375,0.329
780006783,59,M,1,Uneducated,Single,$40K - $60K,Silver,49,3,2,2,15809,0,15809,0.992,3109,48,0.412,0
771342183,53,F,3,Graduate,Single,$40K - $60K,Blue,40,6,3,2,1625,0,1625,0.689,2314,43,0.433,0
712901283,53,F,2,Graduate,Single,$40K - $60K,Blue,36,2,3,2,2121,0,2121,0.618,1464,32,0.778,0
718473558,42,F,3,Doctorate,Single,Less than $40K,Blue,18,5,3,4,8668,0,8668,0.275,1402,38,0.31,0
709708233,49,F,3,Doctorate,Married,Less than $40K,Blue,29,3,4,2,7066,0,7066,0.479,1695,38,0.31,0
709178733,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,3,5527,1120,4407,0.442,2281,37,0.48,0.203
713253858,50,F,1,College,Married,Unknown,Blue,37,2,2,3,1461,0,1461,0.563,2176,40,0.379,0
803796708,52,M,3,Uneducated,Unknown,$120K +,Blue,46,2,4,4,13354,0,13354,0.018,1097,28,0.077,0
717368208,49,M,1,Graduate,Single,$120K +,Blue,36,6,2,4,26723,0,26723,0.716,2138,43,0.593,0
772341783,45,F,3,High School,Single,Unknown,Blue,35,3,2,6,3512,2517,995,0.597,1801,48,0.548,0.717
715409733,47,F,4,College,Single,Less than $40K,Blue,36,2,2,3,2263,0,2263,0.752,2385,33,0.375,0
715732533,52,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,3,9375,1625,7750,0.532,2108,51,0.5,0.173
713722608,48,F,2,Unknown,Divorced,Less than $40K,Blue,35,3,1,4,2806,2514,292,0.341,1757,35,0.4,0.896
709101258,41,F,2,High School,Divorced,Less than $40K,Blue,28,4,2,2,1478,524,954,0.751,2180,46,0.643,0.355
721427358,47,M,4,Unknown,Divorced,$80K - $120K,Blue,28,6,1,3,8757,0,8757,0.507,2108,47,0.516,0
709338633,56,F,1,Graduate,Single,$40K - $60K,Blue,37,2,4,3,2339,0,2339,0.493,1542,45,0.607,0
711245433,50,F,4,Graduate,Single,Unknown,Blue,41,5,3,3,2509,0,2509,0.702,2281,41,0.367,0
717195933,42,M,3,Graduate,Married,$60K - $80K,Blue,30,2,2,3,5298,0,5298,0.857,2431,37,0.542,0
708801108,57,F,3,Uneducated,Single,Less than $40K,Blue,51,3,0,3,1438.3,0,1438.3,0.429,2113,38,0.267,0
789382758,54,M,3,Graduate,Single,$40K - $60K,Blue,44,6,3,3,5501,0,5501,0.519,2050,51,0.821,0
721437333,46,M,2,Graduate,Single,$80K - $120K,Blue,36,2,2,2,5054,2517,2537,0.605,2027,39,0.393,0.498
711626658,62,F,1,High School,Single,Less than $40K,Blue,36,2,3,4,1930,0,1930,0.331,1971,45,0.25,0
717793983,55,M,3,Graduate,Single,$40K - $60K,Silver,45,2,3,1,18128,0,18128,0.71,2503,49,0.885,0
714119283,42,F,2,Unknown,Single,$40K - $60K,Blue,34,3,3,3,2516,0,2516,0.53,2257,51,0.545,0
799239033,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714,0,1714,0.661,2279,46,0.533,0
814483608,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798,2517,3281,0.58,1860,43,0.433,0.434
715514133,44,F,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2184,0,2184,0.671,1973,42,0.556,0
794707083,50,M,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495,0,3495,0.639,2131,41,0.464,0
805313808,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018,134,7884,0.717,2409,38,0.31,0.017
772922883,41,M,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543,0,20543,0.547,1874,42,0.615,0
713333433,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41,3,4,4,18075,0,18075,0.531,1477,30,0.5,0
787921383,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516,2297,32219,0.416,1461,43,0.536,0.067
807584958,50,M,3,Uneducated,Married,$60K - $80K,Blue,45,2,2,5,21096,0,21096,0.637,1882,39,0.345,0
715405758,50,F,1,High School,Single,Unknown,Blue,42,5,0,4,10057,0,10057,0.792,2383,42,0.448,0
718515483,64,M,0,Graduate,Single,Less than $40K,Blue,52,2,3,5,3570,2517,1053,0.69,3289,47,0.958,0.705
715664808,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,34516,0,34516,0.688,2427,51,0.645,0
720551733,46,F,4,Doctorate,Married,Unknown,Blue,26,3,3,6,15195,0,15195,0.726,2631,41,0.64,0
710533233,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,0,1438.3,0.508,2139,47,0.567,0
720197058,47,F,3,Graduate,Unknown,Unknown,Blue,33,1,3,4,3443,0,3443,0.832,2505,45,0.452,0
716317458,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3,3,4281,0,4281,0.447,1723,44,0.375,0
717035283,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445,848,1597,0.771,2216,39,0.56,0.347
718110858,42,M,4,Unknown,Married,$40K - $60K,Blue,36,2,3,5,1606,0,1606,0.87,2628,41,0.64,0
803113383,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292,0,3292,0.482,2222,54,0.636,0
721273008,54,F,1,College,Unknown,Less than $40K,Silver,43,6,3,4,10797,1252,9545,0.489,1739,38,0.226,0.116
820282383,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848,2517,3331,0.561,2000,32,0.28,0.43
712693908,43,M,3,Graduate,Married,$120K +,Blue,31,2,4,1,13883,783,13100,0.749,1871,32,0.684,0.056
708642708,40,F,2,Uneducated,Married,Unknown,Blue,36,3,2,3,13019,0,13019,0.487,1484,33,0.435,0
811475733,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339,0,3339,0.694,2432,48,0.6,0
713788083,28,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,5,1624,0,1624,0.299,1897,35,0.25,0
780067158,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1746,1107,639,0.539,1907,47,0.621,0.634
809599158,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516,0,34516,0.671,1626,28,0.4,0
709798908,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858,0,2858,1.058,2611,43,0.483,0
708084558,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258,1771,6487,0,1447,23,0,0.214
718711158,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841,2517,1324,0.841,2680,51,0.545,0.655
709143183,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822,1605,217,0.756,2538,39,0.696,0.881
821759658,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2,3,4650,204,4446,0.685,2014,54,0.8,0.044
712783083,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607,0,3607,0.504,2013,35,0.458,0
821749608,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402,0,19402,0.58,1937,51,0.594,0
826261008,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,3,3,2,1438.3,0,1438.3,0.736,2054,46,0.586,0
709444983,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435,2432,3,0.12,1460,32,0.103,0.999
769575783,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603,749,854,0.733,2644,43,0.483,0.467
